title,title_link,likes,pub_points,popularity,description,latest_version,latest_version_release_date,provided_license,is_beta_version,sdk,platform,documentation_link,verified_publisher,dependencies,github_link
sqlbrite,https://pub.dev/packages/sqlbrite,49,150,87,RxDart Reactive stream sqflite(sqlite) for Flutter - Sqlbrite for flutter - A lightweight wrapper around sqflite which introduces reactive stream semantics to SQL operations.,2.7.0,"Mar 6, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/sqlbrite/latest/,unverified uploader,"flutter,meta,rxdart_ext,sqflite,sqflite_common",https://github.com/hoc081098/sqlbrite.git
zxing2,https://pub.dev/packages/zxing2,49,160,96,A multi-format 1D/2D barcode image processing library implemented in Dart. This is a port of the Android library.,0.2.3,"Feb 22, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/zxing2/latest/,xaha.dev,"charcode,collection,fixnum,meta",https://github.com/xvrh/zxing-dart
animated_book_widget,https://pub.dev/packages/animated_book_widget,49,160,52,"A Flutter package providing an interactive method to display content, resembling the experience of flipping through pages.",1.0.1,"Jan 31, 2024",BSD-2-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/animated_book_widget/latest/,d-velopers.com,flutter,https://github.com/the-d-velopers/animated_book_widget/
uiblock,https://pub.dev/packages/uiblock,49,150,90,Fully customizable and easy to use uiblock package for your flutter apps,2.0.3,"Oct 12, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://github.com/hey24sheep/uiblock,https://pub.dev/documentation/uiblock/latest/",hey24sheep.com,flutter,https://github.com/hey24sheep/uiblock
sms_receiver,https://pub.dev/packages/sms_receiver,49,140,87,Android SMS Receiver API without permission required.,0.4.2,"Aug 23, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/sms_receiver/latest/,iqbalmineraltown.com,flutter,https://github.com/iqbalmineraltown/flutter_sms_receiver
focusable_control_builder,https://pub.dev/packages/focusable_control_builder,49,145,87,Easily create custom controls that respond correctly to mouse and keyboard.,1.0.2+1,"Jun 13, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/focusable_control_builder/latest/,gskinner.com,flutter,https://github.com/gskinnerTeam/flutter-focusable-control-builder
flutter_document_picker,https://pub.dev/packages/flutter_document_picker,49,160,95,Allows user pick a document. Picked document is copied to app temporary directory. Optionally allows pick document with specific extension only.,5.2.3,"Jun 7, 2023",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_document_picker/latest/,unverified uploader,flutter,https://github.com/sidlatau/flutter_document_picker
health_kit_reporter,https://pub.dev/packages/health_kit_reporter,49,150,89,Helps to write or read data from Apple Health via HealthKit framework.,2.1.1,"May 29, 2023",Apache-2.0,,FLUTTER,IOS,https://pub.dev/documentation/health_kit_reporter/latest/,unverified uploader,flutter,https://github.com/VictorKachalov/health_kit_reporter
swiping_card_deck,https://pub.dev/packages/swiping_card_deck,49,160,80,A widget for swiping through a deck of cards with gestures or buttons.,1.3.0,"Jan 15, 2023",Apache-2.0,2.0.0-dev.0,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/swiping_card_deck/latest/,unverified uploader,flutter,https://github.com/jushutch/swiping_card_deck
persian_tools,https://pub.dev/packages/persian_tools,49,150,85,An anthology of a variety of tools for the Persian language which you can use in all platform that dart supports,1.0.3,"Nov 28, 2022",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/persian_tools/latest/,unverified uploader,,https://github.com/persian-tools/dart-persian-tools
circular_widgets,https://pub.dev/packages/circular_widgets,49,140,81,Display widgets in a circle.,3.0.0,"Nov 22, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/circular_widgets/latest/,bdaya-dev.com,flutter,https://github.com/Bdaya-Dev/circular-widgets
selectable_container,https://pub.dev/packages/selectable_container,49,160,85,Selectable container for Flutter. The container shows an icon on one of the corner when tapped.,1.0.7,"Oct 27, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/selectable_container/latest/,unverified uploader,flutter,https://github.com/fgcan10/selectable_container
charts_flutter_new,https://pub.dev/packages/charts_flutter_new,49,80,95,Material Design charting library for flutter with active support,0.12.0,"Sep 14, 2022",MIT,,,,https://pub.dev/documentation/charts_flutter_new/latest/,unverified uploader,"charts_common,collection,flutter,intl,logging,meta",https://github.com/google/charts
expand_tap_area,https://pub.dev/packages/expand_tap_area,49,140,94,Manually expand the tap area of a widget without changing its size or layout. Similar with the hitTest in iOS development.,1.1.1,"Jun 14, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/expand_tap_area/latest/,malikwang.com,flutter,https://github.com/malikwang/expand_tap_area
flutter_ios_voip_kit,https://pub.dev/packages/flutter_ios_voip_kit,49,140,77,One-to-one video call using CallKit and PushKit with flutter ios app.,0.1.0,"Jun 13, 2022",BSD-3-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_ios_voip_kit/latest/,unverified uploader,flutter,https://github.com/masashi-sutou/flutter_ios_voip_kit
sql_conn,https://pub.dev/packages/sql_conn,49,150,82,Plugin for connecting Flutter Android application to SQL Server. Easily read data from SQL Database. Perform CURD as well as many other operation on database using this plugin.,0.0.3,"Dec 27, 2021",MIT,,FLUTTER,ANDROID,https://pub.dev/documentation/sql_conn/latest/,unverified uploader,flutter,https://github.com/VaishnavDatir/sql_conn
style_cron_job,https://pub.dev/packages/style_cron_job,49,150,79,Style Cron Job is periodic operations executor and definator with basic syntax. You can define a period and run your process with your own executor or through the controller.,1.0.4+2,"Nov 25, 2021",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/style_cron_job/latest/,styledart.dev,,https://github.com/Mehmetyaz/style
dnd,https://pub.dev/packages/dnd,49,140,86,Drag and Drop for Dart web apps with mouse and touch support.,2.0.1,"Oct 7, 2021",MIT,,"DART, FLUTTER",WEB,https://pub.dev/documentation/dnd/latest/,jakobservices.ch,,https://github.com/marcojakob/dart-dnd
number_inc_dec,https://pub.dev/packages/number_inc_dec,49,150,94,A flutter widget which accepts numeric values with buttons to increment and decrement.,0.8.0,"Aug 31, 2021",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/number_inc_dec/latest/,abhilash-chandran.com,flutter,https://github.com/Abhilash-Chandran/number_inc_dec
flutter_fft,https://pub.dev/packages/flutter_fft,49,140,82,"Pitch detection plugin, made for my personal project. Makes use of platform channels (currently Android only) in order to process audio in real-time and give feedback.",1.0.2+6,"Jun 27, 2021",BSD-3-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_fft/latest/,unverified uploader,flutter,https://github.com/Slins-23/flutter-fft
password_validated_field,https://pub.dev/packages/password_validated_field,49,160,80,"With this package you can have a nice, cool and validated password text fields in your application.",0.0.3,"Jun 8, 2021",unknown,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/password_validated_field/latest/,mhmz.dev,flutter,https://github.com/m-hamzashakeel/password_validated_field
highlight,https://pub.dev/packages/highlight,49,130,95,Syntax highlighting for Dart with lots of languages and themes support.,0.7.0,"Mar 7, 2021",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/highlight/latest/,unverified uploader,collection,https://github.com/pd4d10/highlight
vimeoplayer,https://pub.dev/packages/vimeoplayer,49,40,55,A new Flutter package for playing any videos from Vimeo by id.,0.1.8,"Oct 20, 2020",BSD-2-Clause,,,,,prilogy.ru,"flutter,http,video_player",https://github.com/prilogy/vimeo_player
preview,https://pub.dev/packages/preview,49,40,63,Create samples of your Flutter widgets and preview them in real time,0.0.8,"Jul 18, 2020",MIT,,,,,jaimeblasco.com,"analyzer,args,async,dart_style,device_frame,flutter,http,http_parser,http_server,json_rpc_2,mime,path,shelf,shelf_router,shelf_static,shelf_web_socket,stream_channel,vm_service,web_socket_channel",https://github.com/jamesblasco/flutter_preview/
opencv_dart,https://pub.dev/packages/opencv_dart,48,150,92,"OpenCV4 bindings for Dart language and Flutter, using dart:ffi. The most complete OpenCV bindings for Dart! With asynchronous support now!",1.2.1,"Jul 31, 2024",BSD-3-Clause,2.1.0-dev.0,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/opencv_dart/latest/,rainyl.dev,"archive,args,ffi,flutter,path,plugin_platform_interface,stack_trace",https://github.com/rainyl/opencv_dart
eventflux,https://pub.dev/packages/eventflux,48,160,86,Efficient handling of server-sent event streams with easy connectivity and data management.,2.1.0,"Jul 18, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/eventflux/latest/,gokula.dev,"flutter,http",https://github.com/Imgkl/EventFlux
webf,https://pub.dev/packages/webf,48,115,82,"W3C standards-compliant web rendering engine based on Flutter, allowing web applications to run natively on Flutter.",0.16.1,"Jul 13, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/webf/latest/,openwebf.com,"archive,async,characters,collection,ffi,flutter,hive,intl,meta,path,quiver,shared_preferences,source_span,vector_math,web_socket_channel",
cupertino_http,https://pub.dev/packages/cupertino_http,48,160,96,A macOS/iOS Flutter plugin that provides access to the Foundation URL Loading System.,1.5.1,"Jul 12, 2024",MIT,,FLUTTER,"IOS, MACOS",https://pub.dev/documentation/cupertino_http/latest/,dart.dev,"async,ffi,flutter,http,http_profile,web_socket",https://github.com/dart-lang/http/tree/master/pkgs/cupertino_http
video_editor_sdk,https://pub.dev/packages/video_editor_sdk,48,150,91,The official Flutter plugin for VideoEditor SDK. Integrate the video editor into your own iOS or Android app - in minutes!,3.2.0,"Jun 26, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/video_editor_sdk/latest/,img.ly,"flutter,imgly_sdk",https://github.com/imgly/vesdk-flutter
qr_code_dart_scan,https://pub.dev/packages/qr_code_dart_scan,48,130,94,A QR code scanner that works on both iOS and Android using dart decoder.,0.8.1,"Jun 20, 2024",unknown,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/qr_code_dart_scan/latest/,rafaelbarbosatec.com,"camera,camera_platform_interface,equatable,flutter,image,zxing_lib",https://github.com/RafaelBarbosatec/qr_code_dart_scan
git,https://pub.dev/packages/git,48,160,99,Git command line wrapper. Exposes a Git directory abstraction that makes it easy to inspect and manipulate a local Git repository.,2.3.0,"Jun 3, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/git/latest/,kevmoo.com,path,https://github.com/kevmoo/git
flame_tiled,https://pub.dev/packages/flame_tiled,48,160,94,Tiled support for the Flame game engine. This uses the tiled package and provides wrappers and components to be used inside Flame.,1.20.2,"May 27, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flame_tiled/latest/,flame-engine.org,"collection,flame,flutter,meta,tiled,xml",https://github.com/flame-engine/flame/tree/main/packages/flame_tiled
webdav_client,https://pub.dev/packages/webdav_client,48,130,90,A simple WebDAV client that supports some common methods.,1.2.2,"May 12, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/webdav_client/latest/,unverified uploader,"convert,dio,xml",https://github.com/flymzero/webdav_client
better_player_plus,https://pub.dev/packages/better_player_plus,48,140,94,Advanced video player based on video_player and Chewie. It's solves many typical use cases and it's easy to run.,1.0.7,"May 9, 2024",MIT,,FLUTTER,"ANDROID, IOS","https://github.com/SunnatilloShavkatov/betterplayer.git,https://pub.dev/documentation/better_player_plus/latest/",unverified uploader,"collection,flutter,flutter_localizations,flutter_widget_from_html_core,path_provider,visibility_detector,wakelock_plus",https://github.com/SunnatilloShavkatov/betterplayer.git
ripple_wave,https://pub.dev/packages/ripple_wave,48,160,94,Simple and easy to use ripple animation that can be wrapped in widgets to create beautiful ripple effects,0.1.4,"May 5, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/ripple_wave/latest/,unverified uploader,flutter,https://github.com/dtilhoo/ripple_wave
open_settings_plus,https://pub.dev/packages/open_settings_plus,48,160,96,"The most complete flutter plugin packages for open various settings screen, covering newer versions of ios and android.",0.3.3,"May 3, 2024",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/open_settings_plus/latest/,unverified uploader,"flutter,plugin_platform_interface",https://github.com/yanncabral/open_settings_plus
icon_craft,https://pub.dev/packages/icon_craft,48,150,69,IconCraft allows developers to create richer iconography with the ability to combine two icons into a single widget,0.1.0+3,"Apr 21, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/icon_craft/latest/,vrusso.com.br,flutter,https://github.com/vicenterusso/icon_craft
pubnub,https://pub.dev/packages/pubnub,48,110,92,PubNub SDK v5 for Dart lang (with Flutter support) that allows you to create real-time applications,4.3.4,"Apr 15, 2024",CC0-1.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pubnub/latest/,pubnub.com,"async,cbor,convert,crypto,encrypt,form_data,meta,pedantic,pool,xml",
transparent_pointer,https://pub.dev/packages/transparent_pointer,48,130,93,Provides TransparentPointer to control hit testing,1.0.1,"Apr 12, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/transparent_pointer/latest/,spkersten.nl,flutter,https://github.com/spkersten/flutter_transparent_pointer
qr_code_vision,https://pub.dev/packages/qr_code_vision,48,130,81,"A pure Dart package for QR detection, decoding and tracking.",0.1.2,"Apr 10, 2024",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/qr_code_vision/latest/,unverified uploader,"collection,dart_reed_solomon_nullsafety,equatable,image",https://github.com/alessandrodiano/qr_code_vision
google_static_maps_controller,https://pub.dev/packages/google_static_maps_controller,48,150,94,The package provides simple and declarative access to the Google Static Maps service.,1.1.0,"Mar 23, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/google_static_maps_controller/latest/,klyta.it,flutter,https://github.com/gonuit/flutter_google_static_maps
remixicon,https://pub.dev/packages/remixicon,48,140,95,Remix icon is a set of open-source neutral-style system symbols elaborately crafted for designers and developers.,1.2.0,"Mar 9, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/remixicon/latest/,unverified uploader,flutter,https://github.com/alialnaghmoush/remixicon
simple_3d_renderer,https://pub.dev/packages/simple_3d_renderer,48,160,80,"Sp3dObj renderer. Includes simple cameras, light, world, and more. It also supports user taps.",19.1.0,"Feb 24, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/simple_3d_renderer/latest/,unverified uploader,"flutter,simple_3d,util_simple_3d",https://github.com/MasahideMori-SimpleAppli/simple_3d_renderer
shelf_hotreload,https://pub.dev/packages/shelf_hotreload,48,140,85,Wrapper to easily enable hot-reload for shelf applications.,1.5.0,"Feb 23, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/shelf_hotreload/latest/,felix-blaschke.de,"hotreloader,logging",https://github.com/felixblaschke/shelf_hotreload
size_helper,https://pub.dev/packages/size_helper,48,140,75,"SizeHelper is a Flutter package for developing a responsive UI, with more control on UI components based on the current screen-size.",2.0.0,"Feb 18, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/size_helper/latest/,abdelazeem-kuratem.engineer,"flutter,mockito",https://github.com/Abdelazeem777/size_helper.git
neubrutalism_ui,https://pub.dev/packages/neubrutalism_ui,48,155,73,A Flutter package that provides a set of Neubrutalism-style UI components that you can use to build beautiful and functional user interfaces for your apps.,2.0.2,"Nov 10, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/neubrutalism_ui/latest/,unverified uploader,flutter,https://github.com/deepraj02/neubrutalism_ui.git
humanizer,https://pub.dev/packages/humanizer,48,150,92,A library to convert Dart values into human-friendly representations.,2.2.0,"Jul 8, 2023",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/humanizer/latest/,kent-boogaart.com,"decimal,intl,meta,rational",https://github.com/kentcb/humanizer
v2ray,https://pub.dev/packages/v2ray,48,140,49,V2ray flutter client package.,0.0.1,"Jul 5, 2023",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/v2ray/latest/,unverified uploader,"flutter,plugin_platform_interface",https://github.com/NavidShokoufeh/v2ray.git
animated_rail,https://pub.dev/packages/animated_rail,48,160,68,Flutter Animated Navigation Rail with multiple cool effects and options like closing and openeing the rail.,2.0.2,"May 1, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/animated_rail/latest/,unverified uploader,flutter,https://github.com/youssefali424/AnimatedRail
hive_ui,https://pub.dev/packages/hive_ui,48,140,84,"DBMS Hive Ui is a package that presents a smart methodology to work with the Hive database, It is easy to view, edit and create new rows.",1.0.14,"Mar 18, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/hive_ui/latest/,appsgateway.website,"flutter,hive_flutter",https://github.com/AmrSaied/hive_ui
openai_client,https://pub.dev/packages/openai_client,48,150,75,"An unofficial, platform independent, client for accessing different AI models developed by OpenAI.",0.0.7,"Mar 8, 2023",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/openai_client/latest/,francescocoppola.me,"equatable,http,meta",https://github.com/Azzeccagarbugli/openai_client
document_file_save_plus,https://pub.dev/packages/document_file_save_plus,48,150,96,"Save bytes data into Download folder (Android), or show save dialog (iOS).",2.0.0,"Feb 20, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/document_file_save_plus/latest/,unverified uploader,"flutter,plugin_platform_interface",https://github.com/advoques/document_file_save_plus
smartstruct,https://pub.dev/packages/smartstruct,48,150,84,smartstruct - A dart bean mapper annotation processor - the easy nullsafe way!,1.4.0,"Feb 5, 2023",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/smartstruct/latest/,unverified uploader,,https://github.com/smotastic/smartstruct
easy_loading_button,https://pub.dev/packages/easy_loading_button,48,150,91,"A simple, easy to use, and customizable progress/loading _Material Flutter Button_ that supports variety of button styles (elevated, outlined, text).",0.3.2,"Dec 21, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/easy_loading_button/latest/,usefulteam.com,flutter,https://github.com/usefulteam/easy_loading_button
flutter_mobile_vision_2,https://pub.dev/packages/flutter_mobile_vision_2,48,150,87,"(+Non NULL)Flutter implementation for Google Mobile Vision. Scan Barcodes, Recognize Text and Detect Faces.",0.1.15,"Dec 6, 2022",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_mobile_vision_2/latest/,unverified uploader,flutter,https://github.com/harrowmykel/flutter_mobile_vision_2
abushakir,https://pub.dev/packages/abushakir,48,140,76,"A Dart/ Flutter Package for Ethiopian calendar system (ባሕረ ሃሳብ). It can help you integrate Ethiopian DateTime, calendar and all the movable fastings with respective holidays.",1.0.0,"Oct 11, 2022",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/abushakir/latest/,unverified uploader,equatable,https://github.com/Nabute/Abushakir
nuvigator,https://pub.dev/packages/nuvigator,48,40,61,"A powerful routing abstraction over Flutter navigator, providing some new features and an easy way to define routers.",1.8.0,"Aug 15, 2022",unknown,2.0.0-beta.3,,,,nubank.dev,"analyzer,build,build_config,code_builder,dart_style,flutter,path_to_regexp,recase,source_gen",https://github.com/nubank/nuvigator
quick_notify,https://pub.dev/packages/quick_notify,48,140,76,A cross-platform (Android/iOS/Web/Windows/macOS/Linux) notification plugin for Flutter.,0.2.1,"Mar 17, 2022",BSD-3-Clause,0.3.0-dev.0,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/quick_notify/latest/,woodemi.com,"flutter,flutter_web_plugins,plugin_platform_interface",https://github.com/woodemi/quick_notify
flutter_add_to_cart_button,https://pub.dev/packages/flutter_add_to_cart_button,48,150,62,A Flutter package to create an Add To Cart Button. It will be useful for your awesome app.,1.1.0,"May 25, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_add_to_cart_button/latest/,romanticdeveloper.com,flutter,https://github.com/minhhung2556/romantic_project_flutter_add_to_cart_button
select_card,https://pub.dev/packages/select_card,48,150,81,A Flutter package with animated customizable card items selection.,0.0.9,"Apr 17, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://github.com/emrekaplanek/select_card,https://pub.dev/documentation/select_card/latest/",unverified uploader,flutter,https://github.com/emrekaplanek/select_card
dart_chromecast,https://pub.dev/packages/dart_chromecast,48,140,81,Pure dart package to cast videos to your ChromeCast device and control their playback,0.3.3,"Jan 8, 2022",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/dart_chromecast/latest/,unverified uploader,"args,cli_util,http,logging,multicast_dns,protobuf,universal_io,xml",https://github.com/terrabythia/dart_chromecast
cache_manager,https://pub.dev/packages/cache_manager,48,140,88,"Cache manager to store local cache. Cache manager is wrapper for storing various data type(JSON, String, int etc) as the local cache in your Flutter app.",1.0.0+4,"Jan 8, 2022",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/cache_manager/latest/,unverified uploader,"flutter,shared_preferences",https://github.com/abhishh1/cache_manager
screen_loader,https://pub.dev/packages/screen_loader,48,160,84,"Easy to use mixin ScreenLoader, which will handle the loading on the screen without using state or navigation stack. You can customise the loading as well.",4.0.1,"Dec 17, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/screen_loader/latest/,dart.nonstopio.com,"flutter,stream_mixin",https://github.com/arnold-parge/screen_loader
image_compare,https://pub.dev/packages/image_compare,48,140,84,Dart package for image comparison. Compare images for difference using a variety of algorithms.,1.1.2,"Nov 24, 2021",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/image_compare/latest/,unverified uploader,"image,universal_io",https://github.com/nitinramadoss/image_compare
flutter_awesome_alert_box,https://pub.dev/packages/flutter_awesome_alert_box,48,120,83,A new flutter package project which contains lots of beautiful alert dialog that will help you lot to create beautiful awesome alert box very quickly and easily..,2.1.1,"Aug 20, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_awesome_alert_box/latest/,unverified uploader,flutter,https://github.com/skaran921/flutter_awesom_alert_box
downloads_path_provider_28,https://pub.dev/packages/downloads_path_provider_28,48,150,95,Flutter plugin to get the download directory for Android modified for sdk version 28+. Forked from Daniel MF.,0.1.2,"Jun 11, 2021",unknown,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/downloads_path_provider_28/latest/,unverified uploader,flutter,https://github.com/chitgoks/downloads_path_provider
flutter_vant_kit,https://pub.dev/packages/flutter_vant_kit,48,80,58,A vant-style flutter UI library.You can use this library to quickly build your application.,0.3.0,"Jun 4, 2021",BSD-3-Clause,,,,https://pub.dev/documentation/flutter_vant_kit/latest/,unverified uploader,"flutter,multi_image_picker",https://github.com/benjaken/flutter_vant_kit
colorize_text_avatar,https://pub.dev/packages/colorize_text_avatar,48,130,91,Colorize Text Avatar is a package to generate avatar based on your user initials.,1.0.2,"Jun 2, 2021",unknown,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/colorize_text_avatar/latest/,unverified uploader,flutter,https://github.com/deniscolak/colorize-text-avatar
expandable_tree_menu,https://pub.dev/packages/expandable_tree_menu,48,150,79,"Tree of menu-nodes that can be expanded/collapsed to review more menu nodes, built from a recursive list of nodes.",0.1.0-dev.5,"Apr 23, 2021",Unlicense,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/expandable_tree_menu/latest/,unverified uploader,flutter,https://github.com/Tahaan/expandable_tree_menu
chart_components,https://pub.dev/packages/chart_components,48,90,74,Two chart components for Flutter. Animated bar chart and animated calendar grid chart based on the github's one. Many properties to customize.,1.0.1,"Apr 4, 2021",Apache-2.0,,,,https://pub.dev/documentation/chart_components/latest/,unverified uploader,flutter,https://github.com/fgcan10/chart_components
fullscreen,https://pub.dev/packages/fullscreen,48,90,88,This is a flutter plugin that makes it easy to enable fullscreen in flutter application. The implements the three fullscreen modes of the android platform.,1.0.3,"Mar 14, 2021",MIT,,,,https://pub.dev/documentation/fullscreen/latest/,txonia.com,flutter,https://github.com/Athanax/fullscreen
audio_visualizer,https://pub.dev/packages/audio_visualizer,48,30,51,Pure dart audio visualizer for android and ios,0.1.1,"Jan 24, 2021",BSD-3-Clause,,,,,unverified uploader,"complex,flutter",https://github.com/Eittipat/audio_visualizer
flutter_shine,https://pub.dev/packages/flutter_shine,48,35,56,"Flutter Shine is a library for pretty shadows, dynamic light positions, extremely customizable shadows, no library dependencies, text or box shadows based on content.",0.0.5,"Jan 21, 2020",MIT,,,,,unverified uploader,flutter,https://github.com/JonathanMonga/flutter_shine.dart
line_awesome_icons,https://pub.dev/packages/line_awesome_icons,48,20,82,Flutter plugin for the Line Awesome Icon pack as Flutter Icons widget.,1.0.4+2,"Sep 17, 2019",MIT,,,,,unverified uploader,flutter,https://github.com/phucgaoxam/line_awesome_icons_flutter
dropdownfield,https://pub.dev/packages/dropdownfield,48,40,86,Custom Flutter Widget that mimicks the standard Android auto-complete dropdown field. Has many options for customizing the behavior of this field.,1.0.3,"Sep 13, 2019",BSD-3-Clause,,,,,unverified uploader,flutter,https://github.com/jagan999/dropdownfield
quickblox_sdk,https://pub.dev/packages/quickblox_sdk,47,120,84,"Quickblox includes everything that brings messaging right into your application - chat, video calling, users, push notifications, etc.",0.15.0,"Jul 18, 2024",MIT,,FLUTTER,"ANDROID, IOS","https://docs.quickblox.com/docs/flutter-quick-start,https://pub.dev/documentation/quickblox_sdk/latest/",unverified uploader,flutter,https://github.com/QuickBlox/quickblox-flutter-sdk
